uid,species,genotype,split
Sorghum_C10_Exp5_G4,Sorghum,SQR,train
Sorghum_C10_Exp5_G10,Sorghum,SQR,train
Sorghum_C10_Exp5_H1,Sorghum,SRN,train
Sorghum_C10_Exp5_H4,Sorghum,SQR,train
Sorghum_C10_Exp5_H9,Sorghum,SRN,train
Sorghum_C10_Exp5_H10,Sorghum,SQR,train
Tomato_Olympus_Exp1_Lignin_mutants_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_09,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_15,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_16,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp1_Lignin_mutants_20,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_102,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_103,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_104,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_105,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_106,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_107,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_110,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_111,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_112,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_114,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_115,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_117,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_118,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_119,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_120,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_121,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_123,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_127,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_128,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_130,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_131,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_132,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp1_Lignin_mutants_133,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_135,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_137,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_146,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_149,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_152,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_154,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_156,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_159,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_161,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_163,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_193,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_195,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_197,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_198,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_199,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_200,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_201,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_204,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_209,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_210,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_211,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_213,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_216,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_217,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_218,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_221,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_222,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_223,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp1_Lignin_mutants_224,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp1_Lignin_mutants_226,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_06,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp2_Lignin_mutants_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_10,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_11,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_14,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_16,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_17,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_18,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_23,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_24,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_25,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_26,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_27,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_28,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_29,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_30,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_31,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_34,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_35,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp2_Lignin_mutants_36,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_38,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_40,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_41,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_42,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_43,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_44,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_46,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_47,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_48,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_49,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_50,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_51,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_59,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_60,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_75,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_76,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_78,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_80,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp2_Lignin_mutants_84,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_08,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_10,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_14,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_15,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_18,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_19,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_20,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_23,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_25,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_26,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_27,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_29,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_30,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_31,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_32,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_33,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_34,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_35,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_36,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp3_Lignin_mutants_38,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_39,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_42,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_45,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_47,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_48,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_54,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_56,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_57,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp3_Lignin_mutants_62,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp4_Solanum_IzzyDemarco_01,Solanum_lycopersicum,VF36,val
Tomato_Olympus_Exp4_Solanum_IzzyDemarco_03,Solanum_lycopersicum,VF36,val
Tomato_Olympus_Exp4_Solanum_IzzyDemarco_08,Solanum_lycopersicum,VF36,val
Tomato_Olympus_Exp4_Solanum_IzzyDemarco_12,Solanum_habrochaites,LA1777,val
Tomato_Olympus_Exp4_Solanum_IzzyDemarco_13,Solanum_habrochaites,LA1777,val
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_05,Solanum_peruvianum,LA0446,test
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_08,Solanum_peruvianum,LA1777,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_09,Solanum_peruvianum,LA1777,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_11,Solanum_cheesmaniae,LA1407,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_12,Solanum_cheesmaniae,LA1407,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_14,Solanum_cheesmaniae,LA1407,test
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_17,Solanum_cheesmaniae,LA1407,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_28,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_29,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_30,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_31,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_33,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_34,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_35,Solanum_candidum,994750097,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_36,Solanum_candidum,994750097,test
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_37,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_38,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_39,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_40,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_41,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_42,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_43,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_44,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp5_Solanum_MajkenSlide1_45,Solanum_aethiopicum,PI424860,train
Tomato_Olympus_Exp6_Solanum_WendySlide1_01,Solanum_insanum,INS1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_02,Solanum_insanum,INS1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_03,Solanum_insanum,INS1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_04,Solanum_insanum,INS1,test
Tomato_Olympus_Exp6_Solanum_WendySlide1_05,Solanum_insanum,INS1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_06,Solanum_insanum,INS1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_12,Solanum_anguivi,ANG1,val
Tomato_Olympus_Exp6_Solanum_WendySlide1_19,Solanum_abutiloides,Baker_Creek,test
Tomato_Olympus_Exp6_Solanum_WendySlide1_23,Solanum_arcanum,LA2157,val
Tomato_Olympus_Exp7_Solanum_WendySlide3_01,Solanum_lycopersicum,cerasiforme,val
Tomato_Olympus_Exp7_Solanum_WendySlide3_02,Solanum_lycopersicum,cerasiforme,val
Tomato_Olympus_Exp7_Solanum_WendySlide3_05,Solanum_arcanum,LA2157,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_05,Solanum_huaylasense,LA1364,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_06,Solanum_huaylasense,LA1364,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_02,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_03,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_05,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_07,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_08,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_09,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide2_10,Solanum_lycopersicum,LA0513,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide3_02,Solanum_pimpinellifolium,LA1589,test
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide3_05,Solanum_pimpinellifolium,LA1589,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide3_07,Solanum_pimpinellifolium,LA1589,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide3_08,Solanum_pimpinellifolium,LA1589,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide6_05,Solanum_violaceum,PI319855,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide8_05,Solanum_quitoense,PI489701,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide8_06,Solanum_quitoense,PI489701,val
Tomato_Olympus_Exp8_Solanum_Yeonjoon_Slide8_07,Solanum_quitoense,PI489701,val
Tomato_Olympus_Exp9_Suberin_mutants_1-10_01,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_02,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_03,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_06,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_07,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_08,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_09,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_10,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_11,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_12,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_13,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_14,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_15,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_16,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_19,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_20,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_21,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_22,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_23,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_24,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_25,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_28,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_29,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_30,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_32,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_33,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp9_Suberin_mutants_1-10_36,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_02,Solanum_lycopersicum,slasft,test
Tomato_Olympus_Exp10_Suberin_mutants_1-12_05,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_07,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_08,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_10,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_13,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_14,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_17,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_18,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_22,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_24,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_26,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_27,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_28,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_29,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_31,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_32,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_33,Solanum_lycopersicum,slasft,test
Tomato_Olympus_Exp10_Suberin_mutants_1-12_35,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_38,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_39,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_40,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_41,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_42,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_43,Solanum_lycopersicum,slasft,test
Tomato_Olympus_Exp10_Suberin_mutants_1-12_46,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp10_Suberin_mutants_1-12_47,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp11_Suberin_mutants_11-20_07,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_08,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_10,Solanum_lycopersicum,slmyb92,test
Tomato_Olympus_Exp11_Suberin_mutants_11-20_15,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_16,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_19,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_20,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_21,Solanum_lycopersicum,slmyb92,test
Tomato_Olympus_Exp11_Suberin_mutants_11-20_27,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_29,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_31,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_33,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_35,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_37,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp11_Suberin_mutants_11-20_38,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp12_Suberin_mutants_13-24_02,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_03,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_06,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_07,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_08,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_10,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_11,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_12,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_14,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_16,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_18,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_19,Solanum_lycopersicum,slasft,test
Tomato_Olympus_Exp12_Suberin_mutants_13-24_21,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_22,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_24,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_26,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_29,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_30,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_31,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_32,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_33,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_36,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_38,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_39,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_40,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp12_Suberin_mutants_13-24_41,Solanum_lycopersicum,slasft,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_02,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_04,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_06,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_07,Solanum_lycopersicum,slmyb92,test
Tomato_Olympus_Exp13_Suberin_mutants_21-30_10,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_11,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_12,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_13,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_14,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_17,Solanum_lycopersicum,slmyb92,train
